['চা', 'চি', 'মা', 'চং', 'মাচ', 'ওচ', 'ওচা', 'চাম', 'আচা', 'ঘা']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['কেনানে', 'মানেকা', 'কমানো', 'কাননে', 'কামানে', 'ঠেকানো', 'দোকানে', 'কাজানে', 'বোনকে', 'যেকানে']
['কানাচে', 'নাচকে', 'নাচুনে', 'চেচনিয়া', 'নাচছে', 'নাচিয়ে', 'পেচানো', 'নাচছেন', 'আনাচে', 'নাচেন']
['দায়দেনা', 'দোকানে', 'কায়েদা', 'অনাদায়ে', 'ময়দানে', 'দাইয়ান', 'দানকে', 'দেনায়', 'সেদনায়া', 'নান্দেদ']
['', '', '', '', '', '', '', '', '', '']
['কাননে', 'নান্না', 'কেনানে', 'নানে', 'ইনান্না', 'কান্না', 'জানেনা', 'মানেনা', 'কুনানে', 'কান্নান']
['নুইয়ে', 'ঘেমেনেয়ে', 'মেয়েকে', 'নেকড়ে', 'নেড়েছে', 'কেড়েছে', 'পেয়েছে', 'কুয়েতে', 'পেয়ে', 'মেয়ে']
['জোয়েনা', 'জেনোয়া', 'ধোপে', 'যেকোনো', 'নোয়ে', 'মায়েনু', 'কেন্টে', 'কোনো', 'ডোমেনে', 'কনুইয়ে']
['দেয়ে', 'মেয়েকে', 'দুইয়ে', 'নুইয়ে', 'কুয়েতে', 'ইয়েমেনে', 'ঘেমেনেয়ে', 'কনুইয়ে', 'পেয়েছে', 'পেয়েই']
['নুয়ে', 'সুকুনে', 'কুঁড়ে', 'কুন্ডু', 'ভুতুড়ে', 'ছুঁয়ে', 'কুয়েতে', 'ফুয়েগো', 'কুড়ে', 'গুন্ডে']
['পেয়েছে', 'ছেলেমেয়ে', 'নেড়েছে', 'কেড়েছে', 'ছেয়ে', 'মেয়েকে', 'চেয়েছে', 'পেয়েছেন', 'নুইয়ে', 'গেয়েছে']
['দেশনায়ক', 'দোকানে', 'দায়দেনা', 'দেশটাকে', 'সেদনায়া', 'লাদেনকে', 'দানুশকা', 'ময়দানেই', 'ময়দানে', 'সেনাদলে']
['ইন্ডিয়াকে', 'কেনিয়াকে', 'তেলেঙ্গানায়', 'ইয়াঙ্গুনে', 'স্কোয়াড', 'পান্ডিয়াকে', 'দুঙ্গাকে', 'কেন্ডালকে', 'কান্তেকে', 'কেন্টাকিতে']
['কানে', 'নাকে', 'কান্', 'কানু', 'কানো', 'থাকনে', 'কোন', 'কাটে', 'কিনে', 'কেনায়']
['নোয়ে', 'যেয়ো', 'ফুয়েগো', 'যেকোনো', 'মেয়ো', 'নুয়ে', 'কুয়েতে', 'নুইয়ে', 'কনুইয়ে', 'সোয়ে']
['সেকেন্ডে', '৪০সেকেন্ড', 'সেকেণ্ডে', 'ফেস্টুনে', 'ডকুমেন্টে', 'সেকেন্ডকে', 'স্নায়ুকে', 'কুন্তীকে', 'কেন্দুয়া', 'কন্তেকে']
['নিশোকে', 'শুকিয়ে', 'কোকুনে', 'শুনিয়ে', 'স্টোনকে', 'কনুইয়ে', 'লোকেশনে', 'পিন্টোকে', 'নিকোকে', 'দুটোকে']
['কনে', 'ননী', 'নেন', 'কনু', 'কনো', 'ননেন', 'জনে', 'নেক', 'টনে', 'কনডে']
['কেন্দুয়া', 'সুধেন্দু', '৪০সেকেন্ড', 'স্কন্দে', 'কুন্দকে', 'কেন্নো', 'স্কন্ধে', 'কেন্দ্ৰ', '০০সেকেন্ড', 'সুখেন্দু']
['মুন্নাকে', 'কুনুনকে', 'গুয়ানে', 'কানুনে', 'গুলেনকে', 'হুমায়ুনকে', 'গুনগুনিয়ে', 'পন্টুনে', 'মন্টুকে', 'ডুয়ানে']
['ডকুমেন্টে', 'স্নায়ুকে', 'স্নোডেনকে', 'কেন্দুয়া', 'মুন্নাকে', 'গোয়েন্দাকে', 'কুয়েন্টিন', 'মন্টুকে', 'কম্পোনেন্ট', 'স্নোডেনকে']
['গোয়েন্দাকে', 'কুয়েন্টিন', 'কেন্দুয়া', 'কেন্দুয়ায়', 'কোয়েন্টিন', 'ডকুমেন্টে', 'টোয়েন্টিকে', 'নিন্টেন্ডো', 'টোয়েন্টিতে', 'স্নোডেনকে']
['ডকুমেন্টে', 'কেন্নো', 'স্নোডেনকে', 'মেমেন্টো', 'মুন্নাকে', 'কমেন্টে', 'কম্পোনেন্ট', 'স্নোডেনকে', 'স্নায়ুকে', 'টুনামেন্টে']
['নড়িয়ে', 'নাড়িয়ে', 'নিয়ে', 'পড়িয়ে', 'ঠেকিয়ে', 'আনিয়ে', 'আকিয়ে', 'কুপিয়ে', 'জুটিয়ে', 'কনুইয়ে']
['পাঠকে', 'পাঠানকে', 'কাঠকে', 'ঠেকান', 'ঠেকানো', 'পাঠনে', 'নায়ককে', 'পাকেনি', 'নায়কই', 'পিঠাকে']
['লেখনীকে', 'কনুইয়ে', 'মেলোকে', 'দুখেকে', 'কনেকে', 'হেলেনকে', 'পেলেকে', 'লেখেন৷', 'ছেলেকে', 'গুলেনকে']
['নৌকায়', 'নায়েক', 'গেয়াকে', 'নায়েককে', 'কেনিয়ায়', 'নেওয়াকে', 'নেওয়ায়', 'গুয়ানে', 'কোয়েটা', 'নায়ককে']
['কোকুনে', 'জেকোকে', 'খুনীকে', 'কোকেন', 'যেকোনো', 'খেকো', 'খোকনকে', 'খোকাকে', 'দুটোকে', 'টোকেন']
['কান্তেকে', 'কন্তেকে', 'কান্তে', 'তন্তুকে', 'পান্ডেকে', 'পানীয়তে', 'কেন্টে', 'কান্তেই', 'রত্নায়েকে', 'মোতায়েনে']
['মন্টুকে', 'পিন্টুকে', 'মিন্টুকে', 'মুক্তিকে', 'কুন্দকে', 'অক্ষয়কে', 'মেন্ডিকে', 'কেন্টকে', 'শঙ্কুকে', 'নিক্কেই']
['মেনুতে', 'পুনেতে', 'কন্তেকে', 'নিয়েতো', 'কেন্টে', 'নেতাকে', 'মোতায়েনে', 'মেডেনে', 'কনুইয়ে', 'সেয়ানে']
['গোপনে', 'নেপালকে', 'পাকেনি', 'কানেল', 'নাগেল', 'নেপালে', 'পাকলে', 'ওয়াগনে', 'পাঠনে', 'পেটানো']
['পয়েন্টে', 'পুড়িয়ে', 'কুড়িয়ে', 'নড়িয়ে', 'কেন্টে', 'পয়েন্ট', 'মুড়িয়ে', 'পড়িয়ে', 'টুয়েন্টি', 'নাড়িয়ে']
['মিন্টুকে', 'পিন্টুকে', 'মন্টুকে', 'পন্টুনে', 'কুয়েন্টিন', 'মেন্ডিকে', 'কমেন্টে', 'কেন্নো', 'কুন্দকে', 'কেন্টকে']
['লোকে', 'লেকো', 'কোনে', 'কোয়েল', 'কোলে', 'মেলোকে', 'কোকুনে', 'লুকোনো', 'কেনো', 'নোয়েল']
['মেন্ডিকে', 'কমেন্টে', 'মন্টুকে', 'মিন্টুকে', 'স্টেশনকে', 'ডকুমেন্ট', 'কেন্টকে', 'মুক্তিকে', 'ডকুমেন্টে', 'মুন্নাকে']
['বেগম', 'বেব', 'বেগ', 'গেব', 'বেগই', 'বেম', 'বেবি', 'বাবে', 'ইগবো', 'বেগও']
['বেচা', 'চেব', 'চোগ', 'চাচী', 'চেজ', 'গচ্চা', 'গুচ', 'আচে', 'চের', 'বেচি']
['গেম', 'দাগে', 'দেম', 'মেগা', 'বেগম', 'গেন', 'গো', 'মেগ', 'বেদম', 'মেদ']
['', '', '', '', '', '', '', '', '', '']
['নগেন', 'গমনে', 'নেন', 'গেন', 'নেম', 'নেগি', 'মেনন', 'গানে', 'মেনা', 'নাগে']
['জেগে', 'গেমে', 'গেড়ে', 'গেজে', 'জেলে', 'মেজে', 'বেড়ে', 'ঘেমে', 'গড়েই', 'লেগে']
['ধোপে', 'ভোগে', 'গেকো', 'পেগু', 'গেনো', 'যোগে', 'জেমো', 'রোগে', 'গেমে', 'ঝোপে']
['বেগে', 'বেধে', 'গেমে', 'গেথে', 'জেগে', 'বেচে', 'বেডে', 'দেগে', 'বেড়ে', 'গেতে']
['মুগু', 'গুড়', 'গুড়ে', 'গুণে', 'ডুগু', 'ভুগে', 'গুজে', 'গুরু', 'গড়ে', 'পেগু']
['গেছে', 'গেমে', 'লেগে', 'গেলে', 'জেগে', 'ছেলে', 'বেগে', 'গেজে', 'গেথে', 'হেগে']
['বগ', 'বর', 'বম', 'বই', 'বধ', 'গম', 'গর', 'বড', 'বী', 'মব']
['বেঙ্গল', 'ক্লেগ', 'জঙ্গকে', 'গাঙ্গে', 'বেঙ্গি', 'অঙ্গকে', 'বঙ্গকে', 'মোঙ্গল', 'মঙ্গলে', 'মাঙ্গে']
['বেগ', 'বেম', 'গেম', 'গেব', 'মেঘ', 'মেগ', 'বগী', 'বেগম', 'গমে', 'বুম']
['যোগে', 'ম্গো', 'যোগী', 'ভোগে', 'যুগে', 'গেকো', 'হোগে', 'কেগী', 'গেমে', 'নৌ']
['হেগড়ে', 'চেঙ্গী', 'ভেঙ্গে', 'থেম্বু', 'ফ্রেগে', 'তুঙ্গে', 'মৌসুমে', 'ভেস্তে', 'মেজ্জো', 'প্লেগে']
['কেমো', 'কেগী', 'কুমের', 'রেমো', 'মুগের', 'কুমে', 'মেরো', 'গুমের', 'গেকো', 'কুমোর']
['নর', 'নম', 'নই', 'নঃ', 'মগ', 'মধ', 'মর', 'নব', 'নং', 'গর']
['মুগ্ধ', 'গুন্ডে', 'মুন্ডে', 'নেগ্রু', 'ম্যুগে', 'ফ্রেগে', 'ম্গো', 'গ্নু', 'নেগ্রো', 'ক্লুগে']
['বেগুন', 'ভুগবে', 'ভুগেন', 'ভুগে', 'বুগী', 'গুণে', 'ভুগবেন', 'মুগের', 'পেগু', 'বেগুণী']
['ম্যুগে', 'গ্যুমে', 'যুগ্ম', 'থেম্বু', 'বেগুণী', 'গম্বুজে', 'বেগুনে', 'ম্যুজে', 'ডেব্যু', 'মুগ্ধ']
['নেগোম্বো', 'গ্যুমে', 'ম্যুগে', 'থেম্বু', 'বেগুনে', 'মৌসুম', 'মৌসুমে', 'ম্গোনের', 'মন্টেগু', 'কেন্তুম']
['প্রেমী', 'গ্রেম', 'প্রেমে', 'ফ্রেমে', 'গ্যুমে', 'ফ্রেমু', 'ম্যুগে', 'গ্নোমের', 'ম্গোনের', 'ব্রেমেন']
['বুজে', 'বিগড়ে', 'মুজে', 'গুজে', 'বড়ে', 'বেজু', 'বেজী', 'বুটে', 'বয়ে', 'বীজে']
['বেগম', 'পেগ', 'পেগি', 'পেক', 'গেম', 'মঠকে', 'পুইগ', 'বেগও', 'মেগ', 'পোগজ']
['মেখে', 'লেখে', 'খেকে', 'গেমে', 'চেখে', 'লেগে', 'গেম', 'খেমু', 'মুখে', 'কেগী']
['গেট', 'কেগী', 'গেটো', 'গেকো', 'গেটে', 'গেম', 'জগৎে', 'গোটে', 'পৌর', 'গগৈকে']
['খেকো', 'গেকো', 'খেকে', 'কেমো', 'কেগী', 'খেমু', 'খোগ', 'মুখে', 'গোকু', 'খোজে']
['গ্তের', 'গ্রে', 'গ্রেম', 'গর্তে', 'পেত্র', 'ক্রেগ', 'ছত্রে', 'মর্গে', 'পৌর', 'ত্রে']
