['সক্ষম', 'সকর্মক', 'সক্ষমতায়', 'সক্ষমতায়', 'সক্ষমতাও', 'সামর্থ্যই', 'অক্ষ', 'সামর্থ্যে', 'ক্ষমতাই', 'সক্ষমতার']
['সচল', 'আস্তিক', 'সজীব', 'আস্তর', 'সহকার', 'সহকারে', 'সহরসা', 'দস্তখত', 'সদয়', 'সহজাত']
['ইতর', 'সচল', 'এক্রে', 'ইতির', 'সরের', 'সবজে', 'সতেরো', 'উতুব', 'এছায়', 'ইতি']
['উচ্চ', 'সচল', 'শাখায়', 'সওয়া', 'উজাড়', 'উচ্চে', 'সতেরো', 'সওয়াল', 'শুড়', 'যথেচ্চ']
['উৎকৃষ্ট', 'ভালভাল', 'সুষ্ঠু', 'সচল', 'ভাল', 'সতম', 'উৎকৃষ্টতর', 'ভালো', 'ভালে', 'ভালো']
['সচল', 'সতেরো', 'সদ্য', 'সরলতম', 'সবজে', 'সতের', 'অতিকায়', 'জিরে', 'একরে', 'হটিয়ে']
['উন্নত', 'উন্নতর', 'উন্নতিই', 'উন্নততর', 'উন্নতিতে', 'উন্নতি', 'উন্নতির', 'উন্নিত', 'উন্নয়ণ', 'উন্নতিটা']
['উন্নতি', 'উন্নতির', 'উন্নতিটা', 'উন্নতিই', 'উন্নতিতে', 'উন্নতর', 'উন্নত', 'উন্নতিকে', 'উন্নতিকরণ', 'উন্নততর']
['সচল', 'উপকারিতা', 'সহকার', 'উপকথায়', 'উপকারিতার', 'সধবা', 'সরহপাদ', 'আধাপাকা', 'সংযম', 'সহগ']
['উষ্ণ', 'উষ্ণতর', 'উষ্ণতম', 'তাপমাত্র', 'উষ্ণতা', 'উষ্ণায়ন', 'উষ্কে', 'উষ্ণশোণিত', 'উষ্ণতাও', 'উষ্ণতার']
['কচি', 'কচুয়া', 'চুকচি', 'সচল', 'কোশি', 'কচুয়ার', 'কুস্তি', 'কচুয়া', 'কচা', 'কুশক']
['কুৎসিত', 'সচল', 'সুচতুর', 'সুতোয়', 'শুষ্কতম', 'সাবর্ণ', 'চব্বিশতম', 'খুশল', 'হালকা', 'চতুল']
['', '', '', '', '', '', '', '', '', '']
['কৃতজ্ঞ', 'কৃতজ্ঞতা', 'কৃতজ্ঞতায়', 'কৃতজ্ঞতার', 'কৃতজ্ঞতাস্বরূপ', 'কৃতজ্ঞচিত্তে', 'কৃতি', 'কৃতিত্বে', 'কৃতার্থ', 'কৃতকাজ']
['কোমল', 'সচল', 'কমল', 'কোমাল', 'কমাল', 'কোমরে', 'কোশল', 'কাজল', 'ধরম', 'কাছিমের']
['গণ্য', 'সচল', 'স্বজন', 'যুবাদের', 'মৰ্যাদা', 'লোকের', 'দস্তুর', 'বস্তুদের', 'লোক', 'পুরোদস্তুর']
['সচল', 'খুচরা', 'খতরো', 'সেজদা', 'শীলা', 'সহচর', 'খুদের', 'শুধরে', 'খাঁটি', 'খুঁটি']
['গরিষ্ঠ', 'সচল', 'কনিষ্ঠ', 'সুষ্ঠ', 'বস্তুনিষ্ঠ', 'সরলতম', 'বরিষ্ঠ', 'হালকা', 'জেষ্ঠ', 'সুক্ষ']
['খ্যাতি', 'খ্যতি', 'সচল', 'খ্যাতিমান', 'খ্যাতিকে', 'খ্যাতির', 'খ্যাপাটে', 'খ্যতিমান', 'খ্যাতিতে', 'খ্যিল']
['খ্যাত', 'সচল', 'খ্যাপ', 'বখ্ত', 'খবরে', 'সাড়ে', 'আওয়ারে', 'খ্যাতিমান', 'সতেরো', 'সূক্ত']
['গঞ্জনা', 'গঞ্জা', 'গুঞ্জা', 'গাজনা', 'গাঞ্জা', 'গানা', 'গঞ্জ', 'গায়ানা', 'ঘানা', 'গাইঞ্জা']
['গরল', 'সচল', 'বহুলুল', 'সবুজে', 'শীর্ণ', 'গরুই', 'গজাল', 'কাষ্ঠ', 'হালকা', 'হালুই']
['গৌণ', 'সচল', 'গৌরী', 'গদর', 'গৌন', 'গামী', 'গৌরীর', 'গজনির', 'গজল', 'গজনী']
['সচল', 'চঞ্চল', 'চঞ্চুর', 'সেচখাল', 'চঞ্চলা', 'চম্বল', 'চটুল', 'শ্লথ', 'খুড়তুত', 'খালক']
['জটিল', 'সচল', 'জটিলের', 'বাধানো', 'জটিলতাই', 'জটিলতায়', 'জটিলতার', 'জটিলই', 'সাধনে', 'জটিলতায়']
['জ্ঞানী', 'জ্ঞানের', 'জ্ঞানীর', 'জ্ঞানীয়', 'জ্ঞানদা', 'জ্ঞানদাস', 'জ্ঞানালোক', 'জ্ঞানে', 'জ্ঞানবাপি', 'জ্ঞানশূন্য']
['সচল', 'ঠুনকো', 'সুধী', 'সতেরো', 'সবুজে', 'ঠাটের', 'ঠাকুর', 'জিরে', 'সজারু', 'সহচর']
['দুরন্ত', 'মড়ক', 'সচল', 'দুরন্তপনা', 'বয়াতী', 'পুরনামা', 'বয়নের', 'দুরন্তপনার', 'বড়ুয়া', 'বয়লার']
['সচল', 'দুর্নাম', 'খুড়তুত', 'সরলতম', 'কম্বল', 'খালক', 'খসরুল', 'চম্বল', 'চরম', 'মোক্ষম']
['দুর্ভাগ্য', 'হতভাগ্য', 'দূর্ভাগ্য', 'দুর্ভাগ্যের', 'দুর্ভাগ্যই', 'দুর্ভাগ্যকে', 'দুর্ভাগ্যে', 'দূর্ভাগ্যের', 'দুর্ভাগ্যজনক', 'দুর্দশা']
['সচল', 'দেশী', 'দেশি', 'সুধী', 'দেশাই', 'সেদিক', 'দেশই', 'সেজদা', 'সেদেশের', 'বাদেশি']
['সচল', 'সুচালো', 'সূক্ষ্ণ', 'হালকা', 'ধূর্ত', 'সুপ্ত', 'সরলতম', 'সাবর্ণ', 'সূক্ত', 'খুড়তুত']
['দোষ', 'দোষই', 'দোষও', 'দোষটা', 'দোষারোপ', 'দোষেই', 'দোষের', 'দোষে', 'দোষীকে', 'দোষী']
['দোষী', 'দোষীকে', 'দোষীর', 'দোষারোপের', 'দোষারোপ', 'দোষই', 'দোষের', 'দোষটা', 'দোষও', 'দোষীদের']
['সচল', 'ধনাত্মক', 'ধণাত্মক', 'ধনীক', 'সরলতম', 'যাবৎকাল', 'সুষ্ঠু', 'সুচতুর', 'সুষ্ঠুভাবে', 'সঙ্কীর্ণ']
['নতুন', 'নতুনের', 'নতুনে', 'সচল', 'নতুনেরা', 'নতুনতর', 'নতুনকে', 'নতুনদের', 'নতুনরা', 'নতুনকরে']
['নশ্বর', 'নখের', 'নব্বইএর', 'স্বর', 'নব্বইয়ের', 'নজির', 'নাশির', 'নব্বইয়ের', 'নয়াবাদ', 'নাব্য']
['সচল', 'নিরস', 'নিরু', 'নিরজা', 'নজরুলকে', 'নিরাইন', 'নীহার', 'নাঁচ', 'নিরমা', 'সেড়ে']
['মিথ্যা', 'মিথ্যে', 'মিথ্যাই', 'মিথ্যায়', 'মিথ্যাভাবে', 'মিথ্যাও', 'মিথ্যের', 'মিথ্যাকে', 'মিথ্যাচারে', 'মিথ্যাচার']
['বড়', 'বড়ো', 'বড়ু', 'বড়ে', 'বড', 'বড়া', 'বুড়ো', 'বুড়া', 'বড়ুয়া', 'বড়ি']
['সস্তা', 'সস্তায়', 'সচল', 'হালকা', 'সহজতম', 'সাধল', 'ধীমান', 'সুচালো', 'সহজ', 'সরল']
['পরিষ্কার', 'পরিষ্কারে', 'পরিষ্কারক', 'পরিষ্কারের', 'পরিষ্কারই', 'পরিষ্কারভাবে', 'স্বচ্ছভাবে', 'পরিস্কারভাবে', 'সচল', 'পরিষ্কারভাবেই']
['সহজ', 'সহজে', 'সাধল', 'সহজের', 'সহজতম', 'সহজভাবে', 'সহজেই', 'সচল', 'সহজসাধ্য', 'সাধনে']
['ভারী', 'সচল', 'ভারি', 'কাষ্ঠ', 'সুষ্ঠ', 'শীর্ণ', 'সুপৌল', 'বহুল', 'শক্ত', 'গরম']
['গরম', 'সচল', 'গরমের', 'সুষ্ঠ', 'চরম', 'দুষ্কর', 'কাষ্ঠ', 'শরম', 'সাহচর্য', 'শক্ত']
['ধনী', 'ধনীর', 'ধনীদের', 'ধনের', 'সচল', 'ধনীরা', 'ধনীক', 'সমৃদ্ধ', 'ধনদৌলত', 'বড়লোক']
['অবিবাহিত', 'বিবাহযোগ্য', 'বিবাহিত', 'অবিবাহিতা', 'বিবাহিতা', 'বিবাহও', 'বিবাহ', 'বিয়ে', 'বিবাহযোগ্যা', 'বিবাহকে']
['ঠিক', 'ঠিকরে', 'ঠিকে', 'ঠিকই', 'সঠিক', 'ঠিকমতো', 'ঠিকও', 'ঠিকভাবে', 'সরল', 'ঠিকমত']
['নিরাপদ', 'নিরাপদে', 'নিরাপদভাবে', 'নিরাপদেই', 'নিরাপত্তাজনিত', 'সচল', 'নিরাপত্তাগত', 'সুরক্ষিত', 'স্বস্তিকর', 'আশ্বস্ত']
['সচল', 'মসৃণ', 'সজীব', 'খসরুল', 'নিরাম', 'সরলতম', 'চলনশীল', 'সাজবে', 'সদ্য', 'সাড়ম্বরে']
['সচল', 'নরম', 'শরম', 'সরলতম', 'জিরে', 'সুধী', 'নিরু', 'চরম', 'সোহম', 'সাধনে']
['লম্বা', 'লম্বাও', 'লম্বাই', 'লম্বায়', 'লম্বায়', 'লম্বক', 'লম্বাটে', 'লম্বকে', 'লম্বার', 'লম্ব']
['দীর্ঘ', 'দীর্ঘ্য', 'সুদীর্ঘ', 'দৈর্ঘ্য', 'লম্বাও', 'দৈর্ঘ্যর', 'দৈর্ঘ', 'দীর্ঘকাল', 'দীর্ঘকালীন', 'দীর্ঘদেহী']
['ভিজা', 'ভিজে', 'ভিজি', 'ভিজিএ', 'ভিয়া', 'ভিএ', 'ভিসিএ', 'ভিজেই', 'ভেসেই', 'ভিয়েত']
['পুরু', 'সচল', 'পুয়ে', 'পুচ্ছ', 'পোকে', 'পুরূ', 'পুতে', 'পুক', 'খেপু', 'শুধরে']
['সচল', 'প্রশস্ত', 'চালুক্য', 'চালমাত', 'চলনশীল', 'সূক্ষ্ণ', 'চলনক্ষম', 'প্রস্ত', 'প্রচল', 'চলিত']
['আঁটসাঁট', 'সচল', 'আঁটির', 'আঁটি', 'আঁটে', 'আঁটলেন', 'আঁটছে', 'আঁটতে', 'আঁচল', 'আঁট']
['ভালো', 'ভাল', 'ভালে', 'ভালোই', 'ভালই', 'ভালো', 'ভালর', 'ভালা', 'ভালোও', 'ভালোভাবে']
['খোলা', 'খুলব', 'খুলে', 'খোলসে', 'খোলের', 'খোলে', 'খোলাই', 'খোলেন', 'খোলায়', 'খুলেই']
['পরিষ্কার', 'পরিষ্কারে', 'পরিষ্কারক', 'পরিষ্কারের', 'পরিষ্কারই', 'পরিষ্কারভাবে', 'স্বচ্ছভাবে', 'পরিস্কারভাবে', 'সচল', 'পরিষ্কারভাবেই']
['সচল', 'দামী', 'সরলতম', 'দামই', 'সুধী', 'ভাদু', 'সেজদা', 'চরম', 'শরম', 'দামেই']
['সচেতন', 'অকর্মক', 'সচেতনতার', 'সচেতনতামূলক', 'সচেতনা', 'সচেতনতা', 'সচেতনামূলক', 'বিবেকের', 'সচেতনতায়', 'সচেতনতায়']
['সচেতন', 'অক্ষম', 'সচেতনতার', 'সচেতনা', 'অক্ষমতাজনিত', 'সচেতনতায়', 'সচেতনতামূলক', 'সচেতনতা', 'সক্ষমতায়', 'সক্ষম']
['সচেতন', 'সচেতনতার', 'সচেতনা', 'সচেতনতায়', 'সচেতনতা', 'সচেতনতাকে', 'সচেতনতামূলক', 'জুজ্ঞান', 'সচেতনতায়', 'সচেতনতাও']
['সচেতন', 'সচেতনতায়', 'অনুকূল', 'সচেতনতা', 'মনঃপূত', 'সচেতনতার', 'সচেতনা', 'অবহিত', 'অনুকূলিত', 'পর্যবসিত']
